class,u_mag,g_mag,r_mag,i_mag,z_mag,max_mag
2,19.41,18.928,18.61,18.424,18.477,19.41
2,19.435,19.21,19.005,18.714,18.603,19.435
2,18.942,18.584,18.293,18.393,18.366,18.942
2,18.68,18.347,18.317,18.251,18.091,18.68
2,20.85,20.446,20.409,20.381,20.05,20.85
2,19.722,19.087,19.037,18.974,18.833,19.722
2,20.048,19.681,19.699,19.575,19.535,20.048
2,19.248,19.074,19.119,18.941,18.743,19.248
2,17.391,17.326,17.047,16.926,16.976,17.391
2,18.884,18.571,18.506,18.522,18.555,18.884
2,19.525,19.246,18.96,18.911,18.827,19.525
2,19.126,18.889,18.635,18.582,18.191,19.126
2,19.854,19.786,19.553,19.383,19.393,19.854
2,19.195,19.001,18.7,18.64,18.243,19.195
2,19.974,19.729,19.654,19.489,19.383,19.974
2,18.577,18.582,18.449,18.164,18.385,18.582
2,19.438,19.11,19.163,18.987,18.954,19.438
2,18.93,18.748,18.687,18.379,18.428,18.93
2,19.342,19.261,19.153,18.968,18.846,19.342
2,20.426,20.285,20.39,20.082,20.015,20.426
2,18.643,18.488,18.217,18.202,18.231,18.643
2,18.593,18.5,18.222,18.097,18.03,18.593
2,19.045,19.007,18.758,18.724,18.633,19.045
2,20.106,19.749,19.327,19.047,18.817,20.106
2,20.981,20.705,20.392,20.229,19.873,20.981
2,18.57,18.249,18.142,17.73,17.476,18.57
2,19.119,18.957,18.665,18.76,18.762,19.119
2,17.965,17.764,17.436,17.327,17.41,17.965
2,19.198,19.219,19.156,18.86,18.965,19.219
2,19.873,19.613,19.538,19.429,19.197,19.873
2,16.644,16.357,16.347,16.265,16.167,16.644
2,20.928,20.407,20.341,20.242,20.163,20.928
2,19.178,18.909,18.822,18.512,18.444,19.178
2,19.483,19.404,19.292,19.019,18.91,19.483
2,20.171,19.61,19.275,18.94,18.874,20.171
2,20.352,20.197,20.173,19.969,19.802,20.352
2,20.183,20.143,20.04,19.909,19.725,20.183
2,20.495,20.166,20.108,20.105,20.033,20.495
2,17.812,17.527,17.429,17.158,17.222,17.812
2,17.288,16.923,16.866,16.705,16.805,17.288
2,19.309,19.271,19.118,19.009,19.022,19.309
2,19.925,19.712,19.583,19.203,19.126,19.925
2,19.425,19.237,18.967,19.005,18.459,19.425
2,20.26,20.187,20.105,19.833,20.015,20.26
2,20.221,19.484,19.38,19.198,18.894,20.221
2,19.866,19.515,18.769,18.585,18.369,19.866
2,19.696,19.488,19.341,19.378,19.14,19.696
2,18.983,18.649,18.676,18.491,18.45,18.983
2,19.73,19.473,19.183,19.002,19.016,19.73
2,19.731,19.53,19.307,19.061,19.092,19.731
2,20.314,20.223,20.232,20.0,20.047,20.314
2,19.517,19.172,19.223,19.122,19.117,19.517
2,20.463,20.289,20.287,20.187,20.08,20.463
2,18.45,18.269,18.052,18.029,17.878,18.45
2,19.702,19.314,18.892,18.606,18.509,19.702
2,19.525,19.414,19.396,19.105,19.183,19.525
2,19.771,19.443,19.277,18.985,18.902,19.771
2,17.129,16.868,16.846,16.855,16.672,17.129
2,19.302,18.835,18.835,18.808,18.795,19.302
2,20.571,20.267,20.213,20.02,20.113,20.571
2,18.973,18.705,18.694,18.823,18.754,18.973
2,19.822,19.485,19.115,19.186,19.194,19.822
2,20.0,19.99,19.645,19.736,20.006,20.006
2,20.184,19.967,19.69,19.79,19.598,20.184
2,19.597,19.478,19.19,19.122,19.19,19.597
2,19.029,19.112,18.693,18.846,19.064,19.112
2,18.572,18.434,18.178,18.134,18.211,18.572
2,19.458,19.117,19.021,18.813,18.949,19.458
2,19.427,19.181,19.129,19.009,18.887,19.427
2,18.637,18.452,18.368,18.188,18.216,18.637
2,20.151,19.665,19.31,19.002,19.067,20.151
2,20.446,20.376,20.192,20.054,20.363,20.446
2,20.355,20.21,19.906,19.842,19.821,20.355
2,18.526,18.328,18.146,17.856,17.657,18.526
2,18.329,18.019,18.337,18.345,17.897,18.345
2,19.728,19.641,19.356,19.043,18.952,19.728
2,19.648,19.637,19.383,19.498,19.769,19.769
2,20.531,20.009,20.092,20.119,19.787,20.531
2,20.331,20.17,20.293,20.113,19.74,20.331
2,20.445,20.15,20.16,20.143,20.158,20.445
2,18.766,18.538,18.517,18.633,18.555,18.766
2,18.589,18.284,18.348,18.204,18.097,18.589
2,20.393,20.512,20.426,20.337,20.002,20.512
2,19.495,18.958,18.906,18.951,18.675,19.495
2,19.929,19.741,19.714,19.491,19.383,19.929
2,20.632,20.263,20.139,19.857,19.819,20.632
2,20.172,20.143,20.113,19.893,19.782,20.172
2,19.729,19.517,19.412,19.088,18.845,19.729
2,19.803,19.499,19.262,19.047,18.814,19.803
2,19.928,19.614,19.436,19.14,19.214,19.928
2,19.632,19.516,19.509,19.057,19.073,19.632
2,20.157,20.227,19.967,19.926,20.08,20.227
2,19.404,18.95,18.834,18.569,18.53,19.404
2,18.372,18.161,18.247,18.152,17.926,18.372
2,20.227,19.85,19.789,19.766,19.796,20.227
2,19.151,18.962,19.102,19.016,19.156,19.156
2,18.989,18.635,18.588,18.432,18.383,18.989
2,19.524,19.468,19.183,19.088,19.089,19.524
2,19.279,18.945,18.657,18.571,18.389,19.279
2,19.302,18.786,18.554,18.24,18.038,19.302
2,19.975,19.566,19.52,19.095,18.99,19.975
2,19.39,19.157,19.075,18.973,18.82,19.39
2,17.43,17.464,17.311,16.784,16.992,17.464
2,19.085,18.995,18.833,18.757,18.767,19.085
2,19.261,19.226,19.157,18.832,18.764,19.261
2,20.213,20.168,20.165,20.013,19.874,20.213
2,19.882,19.773,19.731,19.387,19.367,19.882
2,18.774,18.699,18.439,18.539,18.697,18.774
2,18.945,18.642,18.395,18.464,18.378,18.945
2,20.588,19.986,19.591,19.18,18.922,20.588
2,19.11,19.04,18.949,18.99,18.976,19.11
2,19.714,19.366,19.297,19.508,19.298,19.714
2,19.803,19.718,19.555,19.594,19.656,19.803
2,19.351,19.217,19.213,19.02,19.014,19.351
2,19.714,19.31,18.924,18.63,18.549,19.714
2,18.906,18.697,18.704,18.654,18.501,18.906
2,19.405,19.045,18.757,18.692,18.631,19.405
2,19.491,18.911,18.842,18.83,18.572,19.491
2,17.436,17.018,16.811,16.499,16.259,17.436
2,20.441,20.209,19.928,20.063,19.819,20.441
2,18.674,18.296,18.313,18.165,18.267,18.674
2,20.16,20.084,20.115,19.875,19.895,20.16
2,19.576,19.358,19.182,18.987,19.149,19.576
2,19.282,19.255,19.199,18.952,18.879,19.282
2,19.703,19.555,19.122,19.28,19.506,19.703
2,19.389,19.256,19.073,19.019,18.692,19.389
2,19.672,19.587,19.408,19.289,19.279,19.672
2,20.459,20.491,20.114,20.036,20.231,20.491
2,20.671,20.401,20.295,20.246,19.787,20.671
2,19.517,19.18,19.054,18.758,18.897,19.517
2,19.782,19.41,19.308,19.051,19.097,19.782
2,19.302,19.005,18.841,18.584,18.234,19.302
2,19.106,18.931,18.661,18.594,18.36,19.106
2,19.317,19.201,19.289,19.114,19.006,19.317
2,18.709,18.325,17.811,17.681,17.603,18.709
2,19.019,18.944,19.055,18.772,18.735,19.055
2,20.125,19.474,19.157,18.963,18.889,20.125
2,18.845,18.781,18.562,18.142,18.129,18.845
2,19.88,19.199,19.046,18.68,18.586,19.88
2,18.929,18.706,18.775,18.609,18.674,18.929
2,19.192,19.165,18.909,18.589,18.467,19.192
2,18.909,18.915,18.629,18.733,18.288,18.915
2,19.066,18.933,18.766,18.685,18.537,19.066
2,20.641,20.424,19.836,19.614,19.5,20.641
2,19.908,19.652,19.609,19.5,19.262,19.908
2,18.815,18.447,18.368,18.479,18.411,18.815
2,20.712,20.246,19.894,19.587,19.5,20.712
2,20.622,20.297,20.322,20.194,19.984,20.622
2,19.676,19.166,19.217,19.279,19.142,19.676
2,19.336,19.229,18.963,18.868,18.844,19.336
2,18.711,18.196,18.125,18.091,17.925,18.711
2,20.614,20.111,20.049,19.691,19.716,20.614
2,18.908,18.604,18.712,18.599,18.586,18.908
2,19.279,18.837,18.582,18.333,18.291,19.279
2,19.142,18.906,18.672,18.623,18.541,19.142
2,19.239,19.012,19.006,18.842,18.865,19.239
2,19.993,19.802,19.524,19.437,19.361,19.993
2,18.281,18.332,18.326,18.183,18.266,18.332
2,18.207,18.078,18.081,18.148,17.578,18.207
2,17.876,17.624,17.408,17.179,17.14,17.876
2,19.607,19.228,19.185,19.029,18.724,19.607
2,19.829,19.479,19.507,19.448,19.691,19.829
2,19.809,19.322,19.258,18.953,18.927,19.809
2,19.481,19.296,19.268,19.107,18.999,19.481
2,20.402,20.134,20.208,20.012,19.99,20.402
2,19.481,19.259,18.834,18.712,18.681,19.481
2,20.208,20.028,19.993,19.786,19.859,20.208
2,19.86,19.538,19.137,18.893,18.912,19.86
2,19.67,19.291,19.159,19.158,19.004,19.67
2,18.94,18.837,18.879,18.72,18.745,18.94
2,19.416,19.044,19.207,19.107,19.015,19.416
2,19.539,19.466,19.4,19.127,18.963,19.539
2,20.584,20.157,20.262,20.045,19.84,20.584
2,19.337,19.129,18.987,19.012,18.887,19.337
2,19.994,19.792,19.841,19.539,19.599,19.994
2,19.482,19.307,19.174,18.858,18.922,19.482
2,19.952,19.487,18.747,18.641,18.509,19.952
2,20.226,19.467,19.287,19.189,18.843,20.226
2,18.228,18.089,17.909,18.05,18.041,18.228
2,20.35,19.916,19.142,18.836,18.445,20.35
2,19.668,19.484,19.109,18.918,18.776,19.668
2,20.609,18.943,18.9,18.816,18.773,20.609
2,20.245,20.207,20.266,19.994,19.879,20.266
2,19.229,18.636,18.4,18.028,17.74,19.229
2,20.036,19.814,19.552,19.465,19.384,20.036
2,18.68,18.494,18.566,18.496,18.432,18.68
2,20.036,20.006,20.01,19.635,19.629,20.036
2,18.95,18.946,18.753,18.786,18.934,18.95
2,20.484,20.152,20.043,20.076,19.794,20.484
2,19.44,19.212,19.113,18.934,18.499,19.44
2,18.781,18.717,18.659,18.375,18.335,18.781
2,20.812,19.925,19.922,19.834,19.732,20.812
2,18.984,18.903,18.712,18.811,18.825,18.984
2,19.854,19.582,19.077,19.038,18.906,19.854
2,20.18,20.307,20.4,20.228,20.152,20.4
2,20.458,20.19,20.227,19.897,19.653,20.458
2,19.271,18.984,18.849,18.915,18.809,19.271
2,20.593,20.493,20.232,20.227,19.947,20.593
2,19.606,19.295,19.284,19.126,18.931,19.606
2,19.496,19.2,19.349,19.084,18.853,19.496
2,20.068,19.97,19.995,19.823,19.551,20.068
2,19.296,19.479,19.087,19.089,19.068,19.479
2,19.738,19.075,18.776,18.689,18.447,19.738
2,19.382,19.255,18.926,18.877,19.143,19.382
2,17.802,17.402,17.139,17.051,17.017,17.802
2,19.106,19.084,18.887,18.732,18.333,19.106
2,19.828,19.29,19.238,19.059,19.034,19.828
2,19.951,19.647,19.216,19.263,19.07,19.951
2,19.526,19.249,18.954,19.029,19.082,19.526
2,19.052,18.964,18.939,18.714,18.733,19.052
2,19.847,19.377,19.129,18.982,18.722,19.847
2,18.229,17.829,17.743,17.804,17.622,18.229
2,19.576,19.36,19.333,19.147,19.136,19.576
2,19.625,19.457,19.403,19.476,19.39,19.625
2,18.297,18.163,17.885,17.448,17.452,18.297
2,18.945,18.515,18.398,18.441,18.271,18.945
2,20.185,19.92,19.549,19.472,19.483,20.185
2,19.95,19.627,19.38,18.994,18.93,19.95
2,19.936,19.625,19.205,19.162,19.354,19.936
2,19.912,19.665,19.488,19.118,19.055,19.912
2,20.117,19.659,19.4,19.086,19.055,20.117
2,19.259,19.167,19.1,18.931,18.887,19.259
2,20.532,20.459,20.359,20.348,20.434,20.532
2,20.04,20.191,19.855,19.889,19.867,20.191
2,18.768,18.465,18.36,18.235,17.978,18.768
2,19.419,19.481,19.189,19.28,19.365,19.481
2,20.088,19.804,19.494,19.352,19.362,20.088
2,20.103,19.95,20.011,19.884,19.557,20.103
2,18.399,18.234,18.144,18.314,18.225,18.399
2,19.612,19.437,19.107,19.171,19.169,19.612
2,18.526,18.462,18.185,18.225,18.348,18.526
2,19.133,19.021,18.772,18.805,18.887,19.133
2,20.211,19.984,19.596,19.669,19.667,20.211
2,19.99,19.705,19.689,19.532,19.224,19.99
2,20.654,20.271,20.39,20.105,20.161,20.654
2,18.522,19.105,18.966,18.915,18.883,19.105
2,20.315,19.704,19.263,18.979,19.0,20.315
2,18.634,18.653,18.513,18.506,18.604,18.653
2,19.728,19.476,19.639,19.5,19.185,19.728
2,19.665,19.433,19.298,19.172,18.962,19.665
2,19.755,19.557,19.515,19.397,19.305,19.755
2,19.463,19.073,19.151,19.093,19.145,19.463
2,17.769,17.643,17.597,17.625,17.435,17.769
2,19.37,19.133,18.998,18.952,18.614,19.37
2,20.186,19.86,19.761,19.489,19.592,20.186
2,19.315,19.314,19.096,18.97,18.955,19.315
2,20.503,20.324,20.138,20.162,19.942,20.503
2,19.962,19.647,19.272,19.078,19.111,19.962
2,18.91,18.689,18.429,18.289,18.294,18.91
2,18.894,18.561,18.191,18.182,18.048,18.894
2,19.375,19.358,19.292,19.168,19.027,19.375
2,20.356,19.958,19.99,20.096,20.002,20.356
2,20.481,20.258,20.242,19.987,19.883,20.481
2,20.085,19.606,18.999,18.733,18.541,20.085
2,18.911,18.996,18.758,18.709,18.738,18.996
2,19.504,19.273,19.231,18.996,19.21,19.504
2,20.037,19.908,19.757,19.736,19.727,20.037
2,19.496,19.355,19.115,19.134,19.067,19.496
2,19.622,19.509,19.145,19.227,19.351,19.622
2,19.294,19.014,18.766,18.465,18.433,19.294
2,20.35,20.246,20.247,19.908,19.893,20.35
2,19.285,19.109,18.863,18.821,19.002,19.285
2,19.176,19.01,18.887,18.811,18.311,19.176
2,18.788,18.605,18.336,18.368,18.409,18.788
2,19.288,19.008,18.118,17.517,17.381,19.288
2,19.492,18.915,18.863,18.86,18.674,19.492
2,20.489,20.374,20.109,20.09,20.035,20.489
2,18.74,18.483,18.255,18.376,18.217,18.74
2,19.658,19.053,18.917,18.86,18.621,19.658
2,19.776,19.691,19.567,19.291,19.15,19.776
2,19.819,19.575,19.455,19.188,19.078,19.819
2,18.879,18.701,18.683,18.562,18.658,18.879
2,19.211,19.335,19.029,18.958,19.236,19.335
2,19.256,19.202,19.182,19.015,18.848,19.256
2,19.485,19.446,19.242,19.273,19.361,19.485
2,20.644,20.209,20.259,20.166,20.172,20.644
2,19.71,19.233,19.285,19.114,19.169,19.71
2,19.638,19.419,19.24,18.98,18.954,19.638
2,19.39,18.801,18.694,18.652,18.321,19.39
2,19.382,19.026,19.063,18.864,18.909,19.382
2,17.617,17.569,17.526,17.575,16.945,17.617
2,19.435,19.312,19.349,19.136,19.117,19.435
2,19.297,18.97,19.046,18.943,18.904,19.297
2,19.382,19.162,18.847,18.914,18.963,19.382
2,18.846,18.838,18.791,18.497,18.549,18.846
2,19.857,19.481,19.376,19.163,18.921,19.857
2,19.665,19.57,19.306,19.335,19.434,19.665
2,20.101,20.158,20.107,19.929,19.978,20.158
2,20.558,20.25,20.306,20.145,20.098,20.558
2,19.333,19.024,19.041,18.94,18.652,19.333
2,20.351,20.065,19.883,19.646,19.814,20.351
2,18.812,18.65,18.461,18.259,18.041,18.812
2,20.253,19.986,20.044,19.779,19.496,20.253
2,18.643,18.488,18.219,18.274,18.364,18.643
2,20.3,19.513,19.564,19.482,19.254,20.3
2,19.705,19.665,19.325,19.228,19.247,19.705
2,19.815,19.432,19.339,19.49,19.202,19.815
2,18.441,18.078,18.006,17.878,17.859,18.441
2,19.216,19.006,18.929,18.628,18.561,19.216
2,17.865,17.877,18.058,18.036,17.807,18.058
2,19.414,19.414,19.349,19.231,19.087,19.414
2,20.21,20.124,20.172,19.9,19.897,20.21
2,19.562,19.573,19.25,19.056,19.089,19.573
2,20.63,20.029,19.353,19.002,18.536,20.63
2,20.358,19.675,19.422,19.067,19.119,20.358
2,19.685,19.44,19.354,19.478,19.468,19.685
2,17.51,17.519,17.399,17.343,17.01,17.519
2,19.879,19.425,19.398,19.29,19.464,19.879
2,19.622,19.36,19.056,19.075,19.102,19.622
2,18.876,18.628,18.623,18.545,18.206,18.876
2,19.413,19.134,19.186,19.105,19.103,19.413
2,19.071,18.895,18.886,18.741,18.77,19.071
2,20.333,20.14,19.858,19.832,19.812,20.333
2,20.027,19.922,19.883,19.659,19.361,20.027
2,17.486,17.297,17.147,17.237,17.291,17.486
2,20.369,20.353,20.169,20.217,20.165,20.369
2,19.891,19.79,19.7,19.618,19.776,19.891
2,20.397,19.992,20.04,19.863,19.899,20.397
2,18.421,18.12,17.795,17.774,17.462,18.421
2,19.66,19.54,19.379,19.574,19.531,19.66
2,19.901,19.328,19.146,18.86,18.855,19.901
2,19.679,19.376,19.354,19.537,19.285,19.679
2,19.387,19.084,18.832,18.864,18.823,19.387
2,19.778,19.238,19.106,19.088,18.764,19.778
2,18.463,18.397,18.226,18.248,18.353,18.463
2,19.388,19.15,19.027,19.077,18.994,19.388
2,19.709,19.728,19.455,19.061,18.806,19.728
2,19.458,17.683,17.543,17.419,17.336,19.458
2,18.95,18.483,18.39,18.152,18.084,18.95
2,19.653,19.272,18.904,18.829,18.829,19.653
2,18.749,18.759,18.495,18.473,18.655,18.759
2,17.657,17.521,17.179,16.961,16.774,17.657
2,18.102,17.861,17.568,17.547,17.384,18.102
2,20.678,19.534,19.325,19.255,19.23,20.678
2,20.453,20.301,20.144,19.726,19.907,20.453
2,19.939,19.192,19.396,19.275,18.977,19.939
2,20.342,20.252,20.303,19.963,19.892,20.342
2,18.902,18.824,18.592,18.635,18.785,18.902
2,20.284,20.134,19.948,19.639,19.711,20.284
2,18.137,17.879,17.893,17.794,17.847,18.137
2,20.52,19.601,19.43,19.094,19.021,20.52
2,19.377,18.865,18.592,18.515,18.475,19.377
2,19.736,19.433,19.327,18.982,19.0,19.736
2,19.487,18.978,18.852,18.623,18.522,19.487
2,18.053,17.792,17.842,17.813,17.811,18.053
2,19.675,19.229,19.034,19.114,18.948,19.675
2,19.437,19.237,19.064,18.821,18.74,19.437
2,19.141,19.049,19.03,18.799,18.775,19.141
2,18.177,18.032,17.863,17.742,17.816,18.177
2,19.648,19.512,19.214,18.926,18.618,19.648
2,19.483,19.181,18.849,18.603,18.545,19.483
2,18.413,18.106,17.933,17.976,17.472,18.413
2,20.529,19.183,19.082,19.115,19.063,20.529
2,20.457,20.023,19.915,19.884,19.803,20.457
2,19.453,19.296,19.2,19.013,19.097,19.453
2,18.545,18.237,18.022,17.966,17.783,18.545
2,18.641,18.507,18.293,18.02,17.989,18.641
2,19.289,19.086,18.979,18.788,18.665,19.289
2,20.756,20.557,20.479,20.396,20.136,20.756
2,20.063,19.52,19.269,19.033,18.908,20.063
2,19.875,19.837,19.601,19.61,19.582,19.875
2,19.685,19.436,19.153,19.088,18.779,19.685
2,19.014,18.882,18.694,18.707,18.57,19.014
2,20.211,20.16,19.956,20.074,20.114,20.211
2,19.028,18.687,18.613,18.321,18.236,19.028
2,20.684,19.908,19.197,18.69,18.49,20.684
2,19.968,20.005,19.965,19.895,19.751,20.005
2,18.685,18.501,18.567,18.438,18.406,18.685
2,20.817,19.504,19.269,19.194,19.135,20.817
2,19.884,19.772,19.729,19.571,19.348,19.884
2,19.807,19.661,19.591,19.677,19.538,19.807
2,19.136,18.905,18.886,18.942,18.811,19.136
2,19.633,19.676,19.515,19.264,19.186,19.676
2,20.386,20.068,20.002,19.96,19.963,20.386
2,18.798,18.532,18.214,18.154,18.072,18.798
2,20.482,20.023,19.923,19.889,19.734,20.482
2,20.381,20.1,20.076,20.261,20.081,20.381
2,19.482,19.322,18.991,19.039,18.924,19.482
2,19.475,19.34,19.003,19.03,18.927,19.475
2,20.217,19.289,18.746,18.573,18.225,20.217
2,19.874,19.615,19.355,19.122,19.031,19.874
2,18.526,18.28,17.985,17.955,17.98,18.526
2,20.151,20.086,20.071,19.775,19.668,20.151
2,19.632,19.592,19.263,19.162,19.247,19.632
2,19.357,19.018,18.923,19.049,18.992,19.357
2,20.243,20.036,20.02,19.733,19.765,20.243
2,19.342,19.199,19.069,18.836,18.796,19.342
2,20.316,20.286,20.26,19.896,19.744,20.316
2,19.893,19.487,19.34,19.178,19.259,19.893
2,19.555,19.146,19.299,19.245,19.236,19.555
2,19.157,19.203,18.871,18.768,18.918,19.203
2,19.498,19.242,19.003,18.981,18.717,19.498
2,20.893,20.524,20.549,20.517,20.323,20.893
2,18.797,18.42,18.325,18.324,18.251,18.797
2,20.479,20.08,20.16,19.956,19.813,20.479
2,19.368,19.076,18.848,18.693,18.714,19.368
2,19.522,19.423,19.17,19.164,19.243,19.522
2,20.299,20.171,20.145,19.811,19.851,20.299
2,20.655,20.489,20.417,20.217,20.324,20.655
2,20.254,20.202,20.208,19.893,19.901,20.254
2,19.87,19.687,19.302,19.244,19.224,19.87
2,20.577,20.394,20.249,20.022,19.911,20.577
2,19.25,19.236,19.244,18.874,18.899,19.25
2,19.429,19.013,18.957,18.848,18.618,19.429
2,19.315,18.944,18.896,18.687,18.747,19.315
2,19.679,19.469,19.436,19.332,19.402,19.679
2,19.26,19.32,18.872,18.865,18.91,19.32
2,18.989,18.868,18.826,18.686,18.637,18.989
2,19.561,19.417,19.18,19.039,18.856,19.561
2,19.714,19.765,19.778,19.485,19.719,19.778
2,19.194,19.16,19.161,18.883,18.954,19.194
2,18.732,18.422,18.067,18.015,18.008,18.732
2,18.995,18.892,18.776,18.736,18.884,18.995
2,19.223,19.114,19.162,18.862,18.591,19.223
2,19.654,19.45,19.178,19.037,18.907,19.654
2,19.48,19.207,19.043,18.735,18.838,19.48
2,19.849,19.833,19.765,19.547,19.521,19.849
2,20.626,20.358,20.07,19.886,19.862,20.626
2,20.017,19.881,19.936,19.727,19.631,20.017
2,19.782,19.279,19.152,18.972,19.012,19.782
2,19.471,19.261,19.127,18.81,18.65,19.471
2,19.183,19.037,18.769,18.807,18.786,19.183
2,18.122,17.847,17.78,17.795,17.739,18.122
2,19.651,19.052,18.84,18.793,18.617,19.651
2,20.434,20.118,20.049,19.953,19.894,20.434
2,19.183,19.038,19.026,18.996,18.938,19.183
2,17.868,17.524,17.337,17.381,17.279,17.868
2,18.8,18.238,18.019,17.867,17.706,18.8
2,18.784,18.636,18.325,18.458,18.518,18.784
2,20.705,20.149,20.0,20.041,19.938,20.705
2,20.288,19.796,19.198,19.107,19.055,20.288
2,18.963,18.688,18.511,18.261,18.353,18.963
2,17.473,16.981,17.102,16.964,16.974,17.473
2,19.784,19.365,19.054,19.207,19.158,19.784
2,18.302,18.084,18.108,18.263,18.176,18.302
2,18.71,18.419,18.269,18.299,18.179,18.71
2,19.176,18.546,18.124,18.135,17.936,19.176
2,20.044,19.866,19.615,19.661,19.663,20.044
2,18.255,18.327,18.139,17.739,17.891,18.327
2,19.707,19.471,19.276,19.043,18.972,19.707
2,19.267,18.951,19.162,18.89,18.755,19.267
2,19.475,19.345,18.908,18.818,18.602,19.475
2,20.842,20.57,20.35,20.183,20.013,20.842
2,20.354,20.248,20.182,20.069,20.017,20.354
2,19.004,18.995,18.907,18.585,18.516,19.004
2,19.693,19.414,19.36,19.182,19.282,19.693
2,19.29,19.376,19.351,18.987,18.843,19.376
2,18.665,18.293,18.354,18.328,18.391,18.665
2,20.232,19.907,19.182,18.851,18.544,20.232
2,19.136,18.844,18.856,18.758,18.497,19.136
2,20.72,20.437,20.257,20.028,20.063,20.72
2,17.898,17.714,17.532,17.28,17.198,17.898
2,19.049,18.951,18.804,18.898,18.784,19.049
2,19.14,19.097,19.15,18.744,18.884,19.15
2,18.211,18.28,18.037,17.978,18.056,18.28
2,18.517,18.222,18.039,18.106,18.054,18.517
2,20.943,20.694,20.299,19.734,19.134,20.943
2,19.375,19.326,19.085,19.093,19.176,19.375
2,19.782,19.256,18.641,18.522,18.59,19.782
2,19.44,19.244,19.148,18.865,18.871,19.44
2,19.862,19.738,19.518,19.277,18.843,19.862
2,19.34,18.937,18.975,18.865,18.99,19.34
2,20.323,19.688,19.806,19.774,19.411,20.323
2,20.051,20.048,20.041,19.776,19.752,20.051
2,20.174,19.973,19.854,19.681,19.695,20.174
2,19.922,19.288,19.294,19.257,19.001,19.922
2,20.954,20.491,20.553,20.255,20.209,20.954
2,18.978,18.682,18.657,18.461,18.401,18.978
2,18.82,18.499,18.44,18.533,18.341,18.82
2,19.008,18.992,18.935,18.683,18.636,19.008
2,20.125,20.007,19.751,19.544,19.565,20.125
2,19.1,19.095,19.182,18.804,18.805,19.182
2,19.822,19.539,19.315,19.097,18.521,19.822
2,18.333,18.124,18.248,18.149,18.176,18.333
2,19.757,19.636,19.473,19.138,19.16,19.757
2,20.49,20.456,20.471,20.023,19.983,20.49
2,19.381,18.99,18.717,18.512,18.488,19.381
2,19.066,19.03,18.969,18.879,18.725,19.066
2,18.716,18.547,18.397,18.401,18.4,18.716
2,19.195,19.034,18.772,18.748,18.843,19.195
2,19.038,19.006,18.639,18.734,18.87,19.038
2,20.448,20.421,20.395,20.057,19.956,20.448
2,19.566,19.205,19.137,18.772,18.605,19.566
2,19.921,19.673,19.639,19.487,19.479,19.921
2,18.05,17.846,17.845,17.643,17.661,18.05
2,19.231,19.244,19.036,18.954,18.928,19.244
2,20.389,19.669,19.269,18.881,18.741,20.389
2,20.263,20.069,20.017,19.891,19.812,20.263
2,19.979,19.5,19.548,19.52,19.294,19.979
2,20.503,20.082,20.052,19.801,20.196,20.503
2,20.015,20.007,19.81,19.845,19.811,20.015
2,19.512,19.401,19.306,18.942,18.893,19.512
2,19.843,19.366,19.427,19.292,19.195,19.843
2,19.536,19.084,19.009,18.778,18.705,19.536
2,20.75,20.396,20.196,19.836,19.491,20.75
2,19.128,18.839,18.804,18.729,18.67,19.128
2,18.603,18.565,18.576,18.389,18.283,18.603
2,19.301,18.91,18.823,18.91,18.705,19.301
2,19.029,18.909,18.921,18.995,18.951,19.029
2,19.851,18.954,18.832,18.906,18.622,19.851
2,18.819,18.889,18.836,18.599,18.605,18.889
2,19.622,19.166,19.09,18.863,18.775,19.622
2,19.639,19.317,19.23,19.412,19.336,19.639
2,20.675,20.372,20.199,19.879,19.846,20.675
2,19.458,19.159,19.157,18.974,18.949,19.458
2,20.692,20.454,20.134,20.188,20.108,20.692
2,19.726,19.576,19.523,19.339,19.336,19.726
2,19.545,19.065,19.025,19.047,18.922,19.545
2,18.935,18.833,18.615,18.697,18.637,18.935
2,20.333,19.855,19.832,19.88,19.811,20.333
2,19.538,19.408,19.407,19.155,19.138,19.538
2,19.358,18.727,17.995,17.382,17.066,19.358
2,19.432,18.815,18.702,18.592,18.43,19.432
2,20.071,20.158,19.889,19.959,19.977,20.158
2,18.85,18.613,18.568,18.51,18.44,18.85
2,19.448,19.165,19.117,19.132,19.009,19.448
2,19.685,19.426,19.233,18.896,18.489,19.685
2,19.716,19.355,19.349,19.061,18.922,19.716
2,20.81,20.337,20.298,20.219,20.01,20.81
2,20.245,19.92,19.864,19.652,19.583,20.245
2,18.793,18.601,18.341,18.354,18.238,18.793
2,19.539,19.414,19.198,19.085,19.221,19.539
2,20.63,20.487,20.578,20.297,20.211,20.63
2,20.663,20.42,20.579,20.374,20.045,20.663
2,20.192,20.154,20.138,19.961,20.051,20.192
2,18.783,18.504,18.559,18.29,17.957,18.783
2,19.079,18.517,18.304,18.184,17.945,19.079
2,20.153,19.972,19.936,19.789,19.737,20.153
2,19.329,19.291,19.256,19.039,19.025,19.329
2,20.056,19.983,19.791,19.74,19.696,20.056
2,19.901,19.316,19.294,19.248,18.964,19.901
2,19.285,18.88,18.78,18.87,18.741,19.285
2,19.287,19.097,18.773,18.929,19.091,19.287
2,19.724,19.565,19.376,19.398,19.524,19.724
2,18.635,18.247,18.147,18.102,17.913,18.635
2,19.37,19.175,19.021,18.893,18.948,19.37
2,19.75,19.445,19.338,19.17,18.936,19.75
